1.083042693897365183e+02 1.174938186151465658e+02 1.232428683126320692e+02 1.335296865330121818e+02 1.403988979289920564e+02 1.514301223173260382e+02 1.549866093806052731e+02 1.607461317826074492e+02 1.702064522266405788e+02 1.772897717502011119e+02 1.976918828247396220e+02 2.081440435485113483e+02 2.105393049632280054e+02 2.272812050051956589e+02 2.318829116074389276e+02 2.494877430677674397e+02 2.577332774335097270e+02 2.631430784066108117e+02 3.002758395173481176e+02 3.071508132638227835e+02 3.253914490258360956e+02 3.562359496472582236e+02 3.758555279800066842e+02 3.896511303933941122e+02 4.142448786353645573e+02 4.368742176500600181e+02 4.633303682282398199e+02 4.898673676271322392e+02 5.633022177132327215e+02 5.803591793942455297e+02 6.036443414780674175e+02 6.467950519300613905e+02 6.821077039900853833e+02 6.994150525238404725e+02 7.297442408645366640e+02 8.063961782500132358e+02 9.298470180562059113e+02 9.615534188286973176e+02 1.047843848403272659e+03 1.077639345467575367e+03 1.193420159712160512e+03 1.275505869817624443e+03 1.283179731144771495e+03 1.443682027846530673e+03 1.520668366273262109e+03 1.781898567231141897e+03 1.902426366526773108e+03 2.238913808217464066e+03 2.414051622112499899e+03 2.523508564220721382e+03 2.798127923163423475e+03 3.077525071547798689e+03 3.274513019260439705e+03 3.419613836139976229e+03 3.546426192471068134e+03 4.189255163229091522e+03 5.624189363566393695e+03 5.898144361340669093e+03 6.340994637402828630e+03 7.183580691210027908e+03
7.406999874319605226e+01 7.948910049527525246e+01 8.565410148094490239e+01 8.707129412328950480e+01 9.400754873295365144e+01 9.646459562935424970e+01 1.094791238231820643e+02 1.152240573844557900e+02 1.195540812961595094e+02 1.270681860851645695e+02 1.352915060416580673e+02 1.357295853690666831e+02 1.512882882489967642e+02 1.573924142089976499e+02 1.623913036375008403e+02 1.753562788979195091e+02 1.782599458910767396e+02 1.985268116410449011e+02 2.056977524368460024e+02 2.160260480597659978e+02 2.302662453373627613e+02 2.468605781921387177e+02 2.534278158106572789e+02 2.599453829813216998e+02 2.897441786262930350e+02 3.195226982483765141e+02 3.347767631327543540e+02 3.472173683663648944e+02 3.602969197332946578e+02 3.870900404144173308e+02 3.999824964462457615e+02 4.478310431432326482e+02 4.714508136149941606e+02 5.420724716052326357e+02 5.565490522878751563e+02 5.678975509260351373e+02 6.458575875089554756e+02 6.776628343045866814e+02 7.391454421139095530e+02 7.469214324992396996e+02 8.431989184823183905e+02 8.781185692736983128e+02 9.466244348223600582e+02 1.134995047549882429e+03 1.177141361188080964e+03 1.297107436300896779e+03 1.358157574046643958e+03 1.770142799265415306e+03 1.930663942274549527e+03 2.014409782641943366e+03 2.528615624318763366e+03 2.583763800010586692e+03 2.717239243744516443e+03 3.222165641281932949e+03 3.593482554445374717e+03 3.877847658255437182e+03 4.476444919323861541e+03 4.542987346849386086e+03 5.904917893557864772e+03 7.627608647011182256e+03
1.625877768611394458e+02 1.883965230975034899e+02 1.902452073101329688e+02 2.043055887383101208e+02 2.072610741374676024e+02 2.349320599156826859e+02 2.441699163831751207e+02 2.483595411776070705e+02 2.776194755280740196e+02 2.802269864194866500e+02 3.018383168314697400e+02 3.133732536545613243e+02 3.526830617707278179e+02 3.687120657280906926e+02 3.906654441399139159e+02 4.131631879081598413e+02 4.172989078293665557e+02 4.341091143811536313e+02 4.557881153394516218e+02 4.958375341468528745e+02 5.218121653384881711e+02 5.690552236759180005e+02 6.246342155072866262e+02 6.487031530503762724e+02 6.731906993152672385e+02 6.894405860890063877e+02 7.342527569400643870e+02 7.804947170793469695e+02 8.216079740283502133e+02 8.408950884540596462e+02 9.105037740959517123e+02 9.761787305095785996e+02 1.019449461496100980e+03 1.160099895067068928e+03 1.202793995240138202e+03 1.284387467508839563e+03 1.376373900073599543e+03 1.514739503047375365e+03 1.661624411676814134e+03 1.754503692528295232e+03 1.898103905890285660e+03 1.969130166775503312e+03 2.210727869261384058e+03 2.320400723206316343e+03 2.457969164138024098e+03 2.668592074703381968e+03 3.115458055565744417e+03 3.249271426744366636e+03 3.545708454276958946e+03 3.768097623111462781e+03 4.153496189283238891e+03 4.512332022224410139e+03 4.863073894465209378e+03 5.716195451329035677e+03 6.062897351500391778e+03 6.424936538911476418e+03 7.451399642764517921e+03 8.255097756762268546e+03 8.876793803638234749e+03 1.145037107157215905e+04
2.737304214735051033e+01 2.864604889781997699e+01 3.017368278923351710e+01 3.205141158728775963e+01 3.435672653072686700e+01 3.615617925559409684e+01 3.958327865616205088e+01 4.112161277209912669e+01 4.474241078063784016e+01 4.573942849468963345e+01 4.757741146529760812e+01 5.018298641684198458e+01 5.261101645335628518e+01 5.369701997188551701e+01 6.070755142826567408e+01 6.234518847457482593e+01 6.466351876838641033e+01 7.000669187394893811e+01 7.386765568897354228e+01 7.849171329145337950e+01 8.099738181886877442e+01 8.183562247272251966e+01 8.604907617168926492e+01 9.200054011236152007e+01 1.025393624117942295e+02 1.127667090438498576e+02 1.187021722642795680e+02 1.303411742790276833e+02 1.329822191325509664e+02 1.418187455426797783e+02 1.505061682034997546e+02 1.594594461251806194e+02 1.714860887103324956e+02 1.803462901598736323e+02 1.939294798559761261e+02 1.997863689805654417e+02 2.197179650020815700e+02 2.515123873475484970e+02 2.565069157934410100e+02 2.682062940864744292e+02 2.880444975187072032e+02 3.516335255963351756e+02 4.022379131288736858e+02 4.190226761929918098e+02 5.858790919585368329e+02 6.330431238622154524e+02 6.619053992403004258e+02 8.447175052085539164e+02 8.647837156552203624e+02 1.169623883217933553e+03 1.316961936727434704e+03 1.341187346370906198e+03 1.586586302540918041e+03 1.913225052670559080e+03 2.402691541123869229e+03 2.524361786360239876e+03 3.061437979615407585e+03 3.300537620827671162e+03 3.361100782294504370e+03 5.186208401756200146e+03
1.159912597613169396e+02 1.292356092463801360e+02 1.425360787634125757e+02 1.460308209491101934e+02 1.521966450569418896e+02 1.655243878399593029e+02 1.736461912946051314e+02 1.752324560155520885e+02 1.946598806531237926e+02 1.975196072264790246e+02 2.036282467365257389e+02 2.204864145407534295e+02 2.375305249478993233e+02 2.424239210022654731e+02 2.556085967188187169e+02 2.670546659343050351e+02 2.902299563828929081e+02 2.998086763373565304e+02 3.068058008467094169e+02 3.249410004528982654e+02 3.498502846693481843e+02 3.596192476235330560e+02 3.917342630728211361e+02 4.267477832362559980e+02 4.395128082830170797e+02 4.737746589289463373e+02 5.075383444896422702e+02 5.345646815360831852e+02 5.639926096744796951e+02 5.833609700826439166e+02 6.200423111302333155e+02 6.539689732087402945e+02 7.256060623421815308e+02 7.525342944243753891e+02 8.017545223197676023e+02 8.333733362193199810e+02 9.803136660481643503e+02 9.998398520111327343e+02 1.154030566278947163e+03 1.210837488036588184e+03 1.255654825999252580e+03 1.343835897110870519e+03 1.437775375706950854e+03 1.525335423025566797e+03 1.804512282326538752e+03 1.867086883913250176e+03 1.964317281046245625e+03 2.247329697793932155e+03 2.283109198407809345e+03 2.496815131802548422e+03 2.648660076772227967e+03 2.959735006752719073e+03 3.331591188426515146e+03 3.922910021351821797e+03 4.022419236231282412e+03 4.700115463529628869e+03 4.884995522634266308e+03 5.534802647080936367e+03 6.619010314800589185e+03 8.316366753928687103e+03
3.879776878918956839e+01 3.916640427712536621e+01 3.962945962715442505e+01 4.374002927025309617e+01 4.625419199995680941e+01 4.892930941425365177e+01 5.332102758350675487e+01 5.651230290224638253e+01 5.794947512132558387e+01 5.965243999426992616e+01 6.412508203541543139e+01 6.910053054885932511e+01 7.434764518173861347e+01 7.931423783910797454e+01 8.213664909516467105e+01 8.746682267032504399e+01 9.174757216414913330e+01 9.402335858605621866e+01 9.887268800706799254e+01 1.092511831131421189e+02 1.118169209913863966e+02 1.204885648787522570e+02 1.253958430658729668e+02 1.385862407783607182e+02 1.456859784693453150e+02 1.553377203265553135e+02 1.608619333612315074e+02 1.707139566875744094e+02 1.815364387502051216e+02 1.992594755336923527e+02 2.132434397853714643e+02 2.152929221476700548e+02 2.302780738764540445e+02 2.638183225720459859e+02 2.771294729596625075e+02 3.196844741951885567e+02 3.254750288308758854e+02 3.664963559535483455e+02 3.777708570562908790e+02 3.973653148232304488e+02 4.287577213448307134e+02 4.941175830838014349e+02 5.767944975687579472e+02 6.422627081672055738e+02 7.251527729856094311e+02 8.472666814583665200e+02 9.390182608899865500e+02 1.287626441165190954e+03 1.419865420226841934e+03 1.481453432393395133e+03 1.830250613129652720e+03 1.972095107016096335e+03 2.358493397555340835e+03 2.618888498834845905e+03 3.110115968256633550e+03 3.628256041802910659e+03 4.414019585720279792e+03 4.608808896318730149e+03 5.289641546657116123e+03 6.545885796702051266e+03
8.423255894933097920e+01 8.855440379335198031e+01 9.303051806607741980e+01 9.827100142992391341e+01 1.040360123121292304e+02 1.109630451353131662e+02 1.155171827118788315e+02 1.192323320510955114e+02 1.316061687734591601e+02 1.370800999249371444e+02 1.440234863976867814e+02 1.485227529408188616e+02 1.539645305844816789e+02 1.610145905312355694e+02 1.747060590633618062e+02 1.781659913400806943e+02 1.878463614548959981e+02 2.054023275667550195e+02 2.163929156805274658e+02 2.208127945713584666e+02 2.365195722637456299e+02 2.584583297064876319e+02 2.631434438471621888e+02 2.731748093517839493e+02 2.819525182837894022e+02 2.985753854647112462e+02 3.269096445309204455e+02 3.350328739224973447e+02 3.610770389787974182e+02 3.785509955913615840e+02 4.342643603743447898e+02 4.533627964046369243e+02 4.852970351191811460e+02 5.449333910171530988e+02 5.671083185963084361e+02 6.025211409330030392e+02 6.554976550129500765e+02 7.173064980902547632e+02 7.432562102437248086e+02 8.569922578209350377e+02 9.207064632876132464e+02 1.028826840256822152e+03 1.073926107012530792e+03 1.098224245574759607e+03 1.205761496013165015e+03 1.367818833375197528e+03 1.387821631419826190e+03 1.563763901585466556e+03 1.828793445941319533e+03 2.033737964501312490e+03 2.315066967124849725e+03 2.513418043500980730e+03 2.875201584034158714e+03 3.086579699160872224e+03 3.641317753587391508e+03 3.922502369760788497e+03 4.031346891526374748e+03 4.801572535969674391e+03 5.350477024392776002e+03 6.907270482428886680e+03
1.198121843904535844e+01 1.318544360007722815e+01 1.398288596136327300e+01 1.504445071268099277e+01 1.590614266021352563e+01 1.753287182878082717e+01 1.891590911448384560e+01 1.974822842137560031e+01 2.153884230376862163e+01 2.347328721468405632e+01 2.558341864361828044e+01 2.699183027252568223e+01 2.895331889016723537e+01 2.925330922381076704e+01 3.217981753157193481e+01 3.496912963550867204e+01 3.623790336342317886e+01 3.680971671465108130e+01 3.991804218949405225e+01 4.144428805991109499e+01 4.387573809225569477e+01 4.686373095290834812e+01 4.850584321641628804e+01 5.273658143479664773e+01 5.488796074440146811e+01 5.965720750611645684e+01 5.968664242288197386e+01 6.843250401905906699e+01 6.970715505754826324e+01 8.017016213085574350e+01 8.452152324816297835e+01 9.744383181786989212e+01 1.031790938838136782e+02 1.096496614481292369e+02 1.193670973452225894e+02 1.242533780403466892e+02 1.322589875338356933e+02 1.391278277200634648e+02 1.510104118439010392e+02 1.690564512782777626e+02 1.769332556650225285e+02 1.813410830195063852e+02 1.862364090039721134e+02 1.970893131556186972e+02 2.317254130760419741e+02 2.617773718994976662e+02 2.959188757934413161e+02 3.308505292633236081e+02 4.826707348304334459e+02 7.309640278374531590e+02 9.798955360130820509e+02 1.116832419428350931e+03 1.266280039833144428e+03 1.440929634461741671e+03 1.629541708797738238e+03 2.438003760353897633e+03 2.549476569399968866e+03 3.034209242230792370e+03 4.106581884947332583e+03 4.968870031322360774e+03
2.744766255511317610e+01 2.859771805685625878e+01 2.983741358182937731e+01 3.295582052062249545e+01 3.606190976466815101e+01 3.705890882433183720e+01 3.961925379663527735e+01 4.219463142601137662e+01 4.380143671170878150e+01 4.700525019147899286e+01 4.921444519181427069e+01 5.055487619046144232e+01 5.174059608078827210e+01 5.326686017759885772e+01 5.816473265262266779e+01 6.236409514169115909e+01 6.856618394548293338e+01 7.301274241956028277e+01 7.616026578241721268e+01 7.859233551346825664e+01 8.334102373635462868e+01 9.010393213412913838e+01 9.235824032941444273e+01 9.755343454113888413e+01 1.058315881942455974e+02 1.111502174897582051e+02 1.206400098520276742e+02 1.238383749340884776e+02 1.282295912232307842e+02 1.342206556106910398e+02 1.457184548549496981e+02 1.489507029749998424e+02 1.688075182351556123e+02 1.796755126434167096e+02 1.844437434193352772e+02 2.012243402021380234e+02 2.089838326207186014e+02 2.118414859888701756e+02 2.376276718865500754e+02 2.500084523056945329e+02 2.595977236793415841e+02 2.913800359866386884e+02 3.015845223251016591e+02 3.277104923468178868e+02 4.021954129664872539e+02 4.218032467212611891e+02 6.374209242799688582e+02 6.599617258383282206e+02 7.673727714230558377e+02 9.907499631133568982e+02 1.198385376836887872e+03 1.305609462755803406e+03 1.608393514372447726e+03 1.900683524545034516e+03 2.304687740739077981e+03 2.637434216697737156e+03 2.952516378246233216e+03 3.123645909629496145e+03 4.035714064591322767e+03 4.981499491797907467e+03
9.681284448887554106e+01 1.045636992616370975e+02 1.072880032261377039e+02 1.087004111339285117e+02 1.178692523026264496e+02 1.224311336081517680e+02 1.354799233478938447e+02 1.386359656816315464e+02 1.478469910729335766e+02 1.533007663247473999e+02 1.602239336764256450e+02 1.658041101541579394e+02 1.763069804591141292e+02 1.956666263944146351e+02 2.099498824856220267e+02 2.152482884578619746e+02 2.210047456854063626e+02 2.397591497180355304e+02 2.663050369740714700e+02 2.756789595114481699e+02 2.786071077573744788e+02 2.943792915184520211e+02 3.123773634561110839e+02 3.299925376335594365e+02 3.394203185524687001e+02 3.462816130741366578e+02 4.027339765498333009e+02 4.132501313671218099e+02 4.527484232731264910e+02 4.632092511629955425e+02 5.292254559614541449e+02 5.361328881275860567e+02 5.778890056187788105e+02 5.938924094718760216e+02 7.352148133230678013e+02 7.429403370066188472e+02 7.978143258744441937e+02 8.530061316033342109e+02 9.193621706127901234e+02 9.952774281711140247e+02 1.119461674097289006e+03 1.198110016840505523e+03 1.271616310725855101e+03 1.373178638141991541e+03 1.521040521436517110e+03 1.592288603884303711e+03 1.838800087503650275e+03 1.952130035873214638e+03 2.205136542216578164e+03 2.315587819555442820e+03 2.474426614429569327e+03 3.022159873590911047e+03 3.179586330616044506e+03 3.353520234492652889e+03 3.635516621575828594e+03 4.226898114819434340e+03 4.675773787656116838e+03 5.270655157254166625e+03 5.412905573716288927e+03 5.762542228422787957e+03
