id,label
0,0,0.400225,0.00361706,0.0489694,0.00385534,0.333108,0.00153143,0.208693
1,1,0.00937671,0.981746,0.00237958,0.000355921,8.2465e-05,0.00599866,6.0762e-05
2,0,0.931467,0.00428416,0.0387889,7.49368e-07,0.0195741,0.000132654,0.00575234
3,6,0.105242,0.00204335,0.131563,0.0445219,0.218227,0.000384914,0.498018
4,3,3.06262e-09,5.94683e-14,1.54332e-07,0.99996,1.11182e-09,3.90684e-05,1.14151e-06
5,3,3.05431e-07,4.11848e-14,1.33092e-06,0.999543,2.80319e-07,0.000234027,0.000220955
6,4,0.00271172,8.39365e-06,0.467933,9.4217e-05,0.529047,0.000119353,8.66986e-05
7,4,0.0136805,0.000113737,0.201205,0.000101583,0.684144,0.00103995,0.0997156
8,4,0.0121086,3.13455e-06,0.200896,0.0863486,0.61498,0.00810048,0.0775634
9,6,0.0818971,7.54293e-06,0.240746,0.0075379,0.0526593,0.000873961,0.616278
10,3,0.0395066,0.0103629,0.0376775,0.684945,0.219925,0.00364682,0.0039366
11,0,0.864197,0.037963,0.0977591,2.57196e-07,2.52977e-05,5.35463e-05,1.97071e-06
12,4,0.149578,0.00130535,0.391666,0.00317043,0.403472,0.00134831,0.04946
13,2,6.41341e-09,3.18862e-14,0.990322,1.80185e-09,4.59033e-07,0.00967741,3.32907e-09
14,6,0.00239635,5.97967e-09,0.0149668,6.49531e-05,0.0408279,7.42601e-06,0.941737
15,2,0.385356,0.000284027,0.495913,0.000259292,0.0934957,0.0177806,0.00691205
16,5,1.02838e-11,1.30978e-17,0.00548427,6.82084e-11,4.6548e-11,0.994516,5.13759e-11
17,5,0.0144107,0.000109292,0.185381,2.68029e-05,0.00150334,0.798496,7.34806e-05
18,5,2.55336e-07,2.60986e-13,8.51267e-05,1.98802e-10,6.22104e-07,0.999887,2.73115e-05
19,3,2.32261e-08,2.04113e-15,2.78747e-07,0.960779,1.25977e-06,1.35252e-06,0.0392179
20,4,0.00995444,5.47463e-05,0.440823,0.00629513,0.509764,0.00902802,0.0240814
21,5,1.51464e-07,2.91991e-14,1.09683e-05,8.51579e-08,3.62742e-10,0.999989,2.16757e-08
22,6,0.251576,4.47214e-05,0.0411377,0.00319752,0.30366,0.000237123,0.400147
23,2,0.000224924,1.61417e-07,0.645447,0.000210227,0.307385,1.65614e-06,0.0467312
