0.2496	0.3071
0.3027	0.3357
0.3275	0.3457
0.3431	0.3529
0.3489	0.3529
0.3594	0.3721
0.3652	0.3586
0.3697	0.3671
0.3734	0.3700
0.3767	0.3729
0.3858	0.3779
0.3916	0.3771
0.3976	0.3736
0.3956	0.3764
0.4015	0.3707
0.4047	0.3914
0.4089	0.3886
0.4148	0.3857
0.4166	0.3971
0.4187	0.4071
0.4260	0.4029
0.4272	0.3907
0.4298	0.3893
0.4395	0.4150
0.4402	0.4014
0.4408	0.3971
0.4467	0.3964
0.4487	0.4150
0.4492	0.4221
0.4573	0.4143
0.4592	0.4236
0.4581	0.4071
0.4636	0.4014
0.4638	0.4093
0.4721	0.4014
0.4723	0.4136
0.4764	0.4114
0.4824	0.4236
0.4838	0.4307
0.4880	0.4229
0.4849	0.4157
0.4874	0.4164
0.4961	0.4129
0.4933	0.4121
0.4956	0.4264
0.4996	0.4164
0.5045	0.4314
0.5094	0.4229
0.5078	0.4129
0.5107	0.4186
0.5152	0.4164
0.5165	0.4200
0.5201	0.4221
0.5236	0.4229
0.5214	0.4050
0.5268	0.4121
0.5257	0.4086
0.5282	0.4014
0.5306	0.4021
0.5356	0.4136
0.5375	0.4129
0.5411	0.4214
0.5406	0.4186
0.5377	0.4200
0.5466	0.4243
0.5464	0.4300
0.5487	0.4429
0.5450	0.4114
0.5514	0.4221
0.5532	0.4143
0.5598	0.4171
0.5624	0.4179
0.5605	0.4243
0.5634	0.4257
0.5609	0.4243
0.5642	0.4200
0.5660	0.4179
0.5668	0.4221
0.5666	0.4157
0.5730	0.4221
0.5752	0.4100
0.5763	0.4207
0.5781	0.4343
0.5769	0.4229
0.5821	0.4264
0.5821	0.4300
0.5832	0.4086
0.5812	0.4286
0.5865	0.4457
0.5877	0.4257
0.5905	0.4407
0.5904	0.4329
0.5912	0.4221
0.5931	0.4171
0.5927	0.4421
0.5952	0.4300
0.5976	0.4157
0.6042	0.4379
0.5952	0.4121
0.6005	0.4314
0.6048	0.4329
0.6075	0.4179
0.6063	0.4250
0.6091	0.4250
0.6108	0.4357
0.6075	0.4257
0.6102	0.4200
0.6130	0.4136
0.6146	0.4236
0.6123	0.4321
0.6115	0.4179
0.6195	0.4357
0.6155	0.4293
0.6187	0.4229
0.6195	0.4086
0.6240	0.4143
0.6235	0.4136
0.6219	0.4121
0.6241	0.4114
0.6283	0.4186
0.6270	0.4050
0.6339	0.4093
0.6308	0.4179
0.6354	0.4107
0.6262	0.4164
0.6345	0.4343
0.6276	0.4293
0.6343	0.4150
0.6342	0.4221
0.6335	0.4157
0.6409	0.4150
0.6424	0.4407
0.6403	0.4171
0.6407	0.4250
0.6440	0.4043
0.6400	0.4336
0.6476	0.4186
0.6424	0.4300
0.6454	0.4157
0.6472	0.4093
0.6499	0.4207
0.6482	0.4271
0.6506	0.4250
0.6561	0.4307
0.6504	0.4279
0.6553	0.4357
0.6583	0.4279
0.6495	0.4207
0.6520	0.4279
0.6546	0.4257
