TestDataID,Rating
1,4.499404811859131
2,4.249994468688965
3,4.253750667572022
4,2.5195779705047605
5,3.4136587047576903
6,3.439544115066528
7,4.341766166687012
8,3.017042713165283
9,3.252577219009399
10,2.5131764030456543
11,4.241315326690674
12,3.7837661075592037
13,3.381479721069336
14,3.5435319137573242
15,3.3657963466644287
16,3.6996526050567624
17,4.080949726104737
18,3.8458588123321533
19,4.052230339050293
20,3.4749645042419433
21,3.397008066177368
22,4.064000263214111
23,3.9989647483825683
24,2.995450496673584
25,3.783666296005249
26,3.0915328311920165
27,3.583592128753662
28,3.4057982635498045
29,2.441487274169922
30,3.2583679676055906
31,2.8935002517700195
32,2.977411251068115
33,3.413463315963745
34,2.951291208267212
35,4.084902563095093
36,3.885839567184448
37,3.946064701080322
38,2.883628387451172
39,3.659259233474731
40,2.1539090585708616
41,3.28817720413208
42,3.9938101482391355
43,2.551126079559326
44,4.262276248931885
45,3.761142883300781
46,3.418480997085571
47,3.318650197982788
48,3.9884619426727292
49,3.631330461502075
50,3.6830658531188964
51,4.07283127784729
52,3.627658357620239
53,4.279731998443604
54,4.877944240570069
55,4.091464786529541
56,3.5312983512878415
57,4.171532373428345
58,2.9125331020355225
59,3.8992054080963134
60,4.0191429996490475
61,3.740999431610107
62,4.265902719497681
63,4.200037403106689
64,4.328047370910645
65,4.553584041595459
66,3.902227210998535
67,4.0554301548004155
68,4.086102628707886
69,3.191075916290283
70,4.282879648208619
71,3.503305492401123
72,4.262048435211182
73,3.2790913009643554
74,4.198559436798096
75,2.925167951583862
76,3.09300892829895
77,4.232929286956788
78,4.133554906845093
79,4.349999113082886
80,4.309913988113403
81,4.138613576889038
82,4.143439874649048
83,4.477669410705567
84,4.517842884063721
85,4.685860233306885
86,3.8831875133514404
87,4.823972969055176
88,4.108718852996827
89,4.510935821533203
90,4.0698164939880375
91,4.2499014663696295
92,4.08397068977356
93,4.294972352981568
94,4.532973022460938
95,4.264813175201416
96,4.288513727188111
97,4.270837898254395
98,4.390825176239014
99,4.2132477378845214
100,4.56243278503418
101,3.6290245628356934
102,4.090020189285279
103,4.7738885498046875
104,4.090888175964356
105,4.021793804168701
106,4.491042222976684
107,4.045673685073853
108,4.4173415184021
109,3.4094922733306885
110,4.181291761398316
111,4.590797595977784
112,4.363895530700684
113,4.623258476257324
114,3.391360931396484
115,4.016273317337037
116,2.304801411628723
117,4.12024003982544
118,3.382558012008667
119,3.406575288772583
120,2.450788288116455
121,2.097064023017883
122,3.09185393333435
123,4.266353559494019
124,2.9073897647857665
125,2.886765422821045
126,4.636500854492188
127,4.360870733261109
128,4.113471117019653
129,3.1437957954406737
130,2.599009447097778
131,3.5906782913208004
132,3.7774782180786133
133,3.9649322128295896
134,4.316495065689087
135,1.7411378335952759
136,3.9352780723571774
137,3.9073918056488037
138,3.8356928253173828
139,4.007570323944092
140,3.1188145542144774
141,2.919801778793335
142,3.6956612014770505
143,3.787088737487793
144,3.3117312240600585
145,3.51053840637207
146,3.0339980792999266
147,3.731865377426147
148,4.0548140335083005
149,3.505444507598877
150,3.008007688522339
151,3.489356641769409
152,3.580623044967651
153,3.747040672302246
154,2.4086732292175292
155,3.430683298110962
156,3.079143314361572
157,3.997349166870117
158,4.044547710418701
159,2.742848300933838
160,3.993771047592163
161,3.4576503562927243
162,3.316066188812256
163,3.030683536529541
164,2.6098068904876706
165,3.061874589920044
166,3.66335955619812
167,3.842081708908081
168,4.025722894668579
169,2.9690718841552735
170,4.7488200378417975
171,3.931559009552002
172,4.619725704193115
173,3.4645260715484616
174,4.411390533447266
175,4.3776073646545415
176,4.3626435852050784
177,4.61235767364502
178,4.810851364135742
179,4.830550842285157
180,2.6935894775390623
181,4.370299415588379
182,4.439582805633545
183,4.059856653213501
184,3.601554327011108
185,4.369735832214356
186,4.152637338638306
187,4.182058782577515
188,3.4813064861297605
189,4.573689804077149
190,4.314186401367188
191,3.764213171005249
192,4.103875694274903
193,2.9812656021118165
194,4.489932975769043
195,4.679493379592896
196,2.9408804416656493
197,4.343352975845337
198,4.356319475173951
199,2.808773565292358
200,4.258092956542969
201,4.677995567321777
202,4.565008420944214
203,1.698519711494446
204,3.965341281890869
205,1.7643400955200197
206,3.5583952426910397
