TestDataID,Rating
1,4.514780035018921
2,4.2345590496063235
3,4.2262249851226805
4,2.387423481941223
5,3.372486796379089
6,3.290663185119629
7,4.32128228187561
8,2.95555073261261
9,3.17583402633667
10,2.3528069400787355
11,4.196596374511719
12,3.751994218826294
13,3.4007912778854372
14,3.5177595043182373
15,3.3387459659576417
16,3.683337535858154
17,4.084912958145142
18,3.775762047767639
19,4.005846824645996
20,3.4312981748580933
21,3.231207933425903
22,3.991123261451721
23,4.028848400115967
24,2.923823275566101
25,3.718686428070068
26,3.1137155437469484
27,3.528645100593567
28,3.298840012550354
29,2.4325368547439576
30,3.235485019683838
31,2.7846374893188477
32,2.7642299795150755
33,3.4125608348846437
34,2.943306007385254
35,4.0378956222534175
36,3.944497814178467
37,3.8637972974777224
38,2.770316185951233
39,3.6077186727523802
40,2.074242057800293
41,3.117629017829895
42,3.9667656326293947
43,2.3501130962371826
44,4.321622743606567
45,3.71438690662384
46,3.2635676765441897
47,3.246728458404541
48,3.9074678087234496
49,3.6050689601898194
50,3.6217660093307495
51,4.11894389629364
52,3.622902479171753
53,4.218484630584717
54,4.93561619758606
55,4.065058102607727
56,3.4448984050750733
57,4.141707124710083
58,2.8042680168151857
59,3.860800518989563
60,4.101720705032348
61,3.720428647994995
62,4.256892719268799
63,4.148164024353028
64,4.339096775054932
65,4.585598649978638
66,3.8517999792099
67,4.035875835418701
68,4.043501224517822
69,3.0984598779678345
70,4.261700716018677
71,3.5070724868774414
72,4.222781505584717
73,3.227926435470581
74,4.186756744384765
75,2.856139554977417
76,3.0050463342666625
77,4.226574935913086
78,4.073285665512085
79,4.366378345489502
80,4.248854866027832
81,4.109190454483032
82,4.069450392723083
83,4.467565431594848
84,4.510501327514649
85,4.681041994094849
86,3.8231247568130495
87,4.869963636398316
88,4.002363719940186
89,4.552545871734619
90,3.9794391775131226
91,4.216793241500855
92,4.02055830001831
93,4.289553585052491
94,4.5515673542022705
95,4.263833656311035
96,4.187727346420288
97,4.224198617935181
98,4.373793258666993
99,4.196927013397217
100,4.548195257186889
101,3.4597247505187987
102,4.030727186203003
103,4.803315629959107
104,4.051080813407898
105,3.838019528388977
106,4.418263092041015
107,4.022691359519959
108,4.407299318313599
109,3.3296104097366332
110,4.163174381256104
111,4.577871217727661
112,4.311870613098145
113,4.605131950378418
114,3.297877326011658
115,3.95546893119812
116,2.1904027485847473
117,4.074704875946045
118,3.2962955617904663
119,3.2071008825302125
120,2.3044113302230835
121,2.040966715812683
122,2.992651333808899
123,4.225310792922974
