TestDataID,Rating
1,3.5107200145721436
2,3.2240350246429443
3,2.9401330947875977
4,3.242889881134033
5,2.5601260662078857
6,2.9893229007720947
7,3.47469162940979
8,3.582258701324463
9,2.8841946125030518
10,2.4694783687591553
11,2.6398677825927734
12,3.1866016387939453
13,2.957305908203125
14,2.0392191410064697
15,2.535291910171509
16,3.00610089302063
17,2.948439121246338
18,2.8273329734802246
19,2.2450172901153564
20,2.7886688709259033
21,2.668391704559326
22,2.9561679363250732
23,3.441603660583496
24,3.410759687423706
25,3.4018642902374268
26,3.1954779624938965
27,2.949486255645752
28,2.7296674251556396
29,2.8393473625183105
30,2.8995163440704346
31,2.3916711807250977
32,3.704184055328369
33,3.438947916030884
34,3.1409966945648193
35,2.7832536697387695
36,3.1238715648651123
37,3.0194690227508545
38,3.430431365966797
39,3.3982646465301514
40,3.6346027851104736
41,3.2708404064178467
42,2.9663283824920654
43,3.148252248764038
44,2.928924322128296
45,2.545300006866455
46,2.708498001098633
47,2.593865394592285
48,1.7765718698501587
49,1.9454398155212402
50,2.120452404022217
51,2.4423139095306396
52,1.7355774641036987
53,2.3126132488250732
54,3.4058077335357666
55,3.3733954429626465
56,3.2605607509613037
57,3.4304749965667725
58,3.360638380050659
59,3.130253791809082
60,3.14701247215271
61,3.066474676132202
62,3.496311664581299
63,3.750335693359375
64,3.5734386444091797
65,4.12275505065918
66,3.835020065307617
67,3.9275856018066406
68,3.507408857345581
69,3.7361910343170166
70,2.8320703506469727
71,3.341505765914917
72,3.06335711479187
73,3.3227005004882812
74,3.568946361541748
75,2.893561601638794
76,3.493250608444214
77,2.54227352142334
78,2.583603858947754
79,2.6711044311523438
80,3.133056163787842
81,3.2457451820373535
82,3.663548707962036
83,3.278804302215576
84,2.067122459411621
85,2.807661533355713
86,2.421196937561035
87,2.944537401199341
88,2.8231008052825928
89,2.9363291263580322
90,3.713763952255249
91,2.618696451187134
92,2.3239078521728516
93,2.677182674407959
94,3.0498626232147217
95,2.0899293422698975
96,2.8048572540283203
97,3.074181318283081
98,2.594588041305542
99,3.2524094581604004
100,3.258671283721924
101,3.61441969871521
102,3.2455039024353027
103,3.0661535263061523
104,3.194038152694702
105,3.331772565841675
106,3.835524559020996
107,2.885260581970215
108,3.5969130992889404
109,3.2994368076324463
110,3.274883508682251
111,3.505220413208008
112,3.2902896404266357
113,3.0355703830718994
114,3.6586198806762695
115,2.8679251670837402
116,3.347003221511841
117,3.1395797729492188
118,3.191272735595703
119,3.060570001602173
120,3.0960865020751953
121,3.3281173706054688
122,3.5424270629882812
123,3.7172441482543945
124,3.503147602081299
125,3.8416860103607178
126,3.3658347129821777
127,2.6283702850341797
128,3.5055203437805176
129,3.357003688812256
130,3.7886030673980713
131,3.917062520980835
132,3.5192713737487793
133,3.610865592956543
134,3.293182849884033
135,3.2903125286102295
136,3.8345022201538086
137,3.4449265003204346
138,3.8899543285369873
139,3.2335410118103027
140,3.6586170196533203
141,3.5019357204437256
142,3.11409068107605
143,3.1933133602142334
144,4.438631534576416
145,4.087861061096191
146,3.772956132888794
147,3.7549219131469727
148,3.2566967010498047
149,2.9000155925750732
150,2.6053590774536133
151,2.4586076736450195
152,2.874171495437622
153,2.672153949737549
154,3.580592393875122
155,2.8176403045654297
156,3.1776998043060303
157,2.96516752243042
158,2.8375580310821533
159,3.133720874786377
160,3.4103872776031494
161,3.7271673679351807
162,3.742239475250244
163,3.528564453125
164,2.8665273189544678
165,3.3158161640167236
166,3.5771706104278564
167,3.1385486125946045
168,3.663710832595825
169,3.4000747203826904
170,3.9750685691833496
171,3.130567789077759
172,3.7283518314361572
