"id","tags"
"0","SPECULATIVE-FICTION THRILLER"
"1","HISTORICAL-FICTION HISTORICAL-NOVEL ROMANCE-NOVEL FICTION NOVEL"
"2","CHILDREN'S-LITERATURE COMEDY FICTION NOVEL"
"3","HISTORICAL-FICTION HISTORICAL-NOVEL FICTION"
"4","SPECULATIVE-FICTION FICTION NOVEL"
"5","ROMANCE-NOVEL FICTION NOVEL"
"6","SPECULATIVE-FICTION ROMANCE-NOVEL FICTION NOVEL"
"7","FANTASY SPECULATIVE-FICTION"
"8","SPECULATIVE-FICTION FICTION NOVEL"
"9","SPECULATIVE-FICTION SCIENCE-FICTION NOVEL"
"10","SPECULATIVE-FICTION SCIENCE-FICTION"
"11","SPECULATIVE-FICTION FICTION NOVEL"
"12","FANTASY SPECULATIVE-FICTION FICTION"
"13","SPECULATIVE-FICTION SCIENCE-FICTION"
"14","FICTION NOVEL"
"15","FICTION NOVEL"
"16","FICTION NOVEL"
"17","SPECULATIVE-FICTION SCIENCE-FICTION"
"18","SPECULATIVE-FICTION SCIENCE-FICTION"
"19","FANTASY SPECULATIVE-FICTION"
"20","CHILDREN'S-LITERATURE"
"21","SPECULATIVE-FICTION SCIENCE-FICTION"
"22","FICTION NOVEL"
"23","FICTION NOVEL"
"24","FICTION NOVEL"
"25","FICTION NOVEL"
"26","FANTASY SPECULATIVE-FICTION ROMANCE-NOVEL FICTION NOVEL"
"27","SPECULATIVE-FICTION FICTION NOVEL"
"28","SPY-FICTION FICTION THRILLER ALTERNATE-HISTORY"
"29","HISTORICAL-FICTION HISTORICAL-NOVEL HISTORY FICTION WAR-NOVEL NOVEL"
"30","SPECULATIVE-FICTION SCIENCE-FICTION FICTION"
"31","FANTASY SPECULATIVE-FICTION FICTION"
"32","FICTION THRILLER"
"33","FANTASY CHILDREN'S-LITERATURE SPECULATIVE-FICTION FICTION"
"34","NOVEL CRIME-FICTION"
"35","FICTION NOVEL"
"36","SPECULATIVE-FICTION HISTORICAL-NOVEL"
"37","SPECULATIVE-FICTION SCIENCE-FICTION"
