"id","tags"
"0","NOVEL FICTION"
"1","SPECULATIVE-FICTION HISTORICAL-FICTION SCIENCE-FICTION FICTION HISTORICAL-NOVEL"
"2","NOVEL FICTION"
"3","FICTION HISTORICAL-NOVEL"
"4","NOVEL"
"5","NOVEL ROMANCE-NOVEL"
"6","SPECULATIVE-FICTION SCIENCE-FICTION FANTASY"
"7","SPECULATIVE-FICTION SCIENCE-FICTION"
"8","CHILDREN'S-LITERATURE SPECULATIVE-FICTION FICTION FANTASY"
"9","NOVEL FICTION"
"10","SPECULATIVE-FICTION SCIENCE-FICTION"
"11","YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE SPECULATIVE-FICTION FICTION FANTASY"
"12","YOUNG-ADULT-LITERATURE NOVEL CHILDREN'S-LITERATURE SPECULATIVE-FICTION FICTION FANTASY"
"13","SPECULATIVE-FICTION SCIENCE-FICTION"
"14","NOVEL"
"15","NOVEL FICTION"
"16","SHORT-STORY SPECULATIVE-FICTION FANTASY"
"17","YOUNG-ADULT-LITERATURE SPECULATIVE-FICTION SCIENCE-FICTION FICTION"
"18","CHILDREN'S-LITERATURE SPECULATIVE-FICTION SCIENCE-FICTION FICTION"
"19","SPECULATIVE-FICTION SCIENCE-FICTION FICTION FANTASY"
"20","CHILDREN'S-LITERATURE SPECULATIVE-FICTION SCIENCE-FICTION"
"21","SPECULATIVE-FICTION SCIENCE-FICTION"
"22","NOVEL FICTION"
"23","NOVEL FICTION"
"24","NOVEL FICTION"
"25","CHILDREN'S-LITERATURE FICTION"
"26","NOVEL SPECULATIVE-FICTION DYSTOPIA SCIENCE-FICTION FICTION"
"27","NOVEL FICTION"
"28","SPECULATIVE-FICTION SCIENCE-FICTION"
"29","CHILDREN'S-LITERATURE MYSTERY FICTION"
"30","SPECULATIVE-FICTION SCIENCE-FICTION"
"31","CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
"32","SUSPENSE NOVEL MYSTERY FICTION"
"33","SPECULATIVE-FICTION FICTION FANTASY"
"34","CHILDREN'S-LITERATURE MYSTERY FICTION"
"35","NOVEL FICTION"
"36","HISTORICAL-FICTION FICTION HISTORICAL-NOVEL"
"37","SPECULATIVE-FICTION SCIENCE-FICTION"
"38","SUSPENSE CRIME-FICTION DETECTIVE-FICTION MYSTERY FICTION"
"39","SPECULATIVE-FICTION SCIENCE-FICTION FICTION FANTASY"
"40","NON-FICTION"
"41","COMEDY SPECULATIVE-FICTION NOVELLA COMIC-NOVEL FICTION ROMANCE-NOVEL HORROR"
"42","NOVEL SPECULATIVE-FICTION SCIENCE-FICTION"
"43","FICTION HISTORICAL-NOVEL"
"44","SUSPENSE CHILDREN'S-LITERATURE DETECTIVE-FICTION MYSTERY FICTION"
"45","NOVEL FICTION"
"46","SPECULATIVE-FICTION SCIENCE-FICTION FICTION"
"47","NOVEL SPECULATIVE-FICTION FICTION"
"48","SPECULATIVE-FICTION SCIENCE-FICTION FANTASY"
"49","CHILDREN'S-LITERATURE FICTION"
"50","NOVEL HISTORICAL-FICTION FICTION"
"51","THRILLER SUSPENSE MYSTERY FICTION"
"52","NOVEL FICTION"
"53","SPECULATIVE-FICTION FICTION FANTASY"
"54","THRILLER SUSPENSE NOVEL CRIME-FICTION MYSTERY FICTION"
"55","SPECULATIVE-FICTION SCIENCE-FICTION FICTION"
"56","CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
