"id","tags"
"0","YOUNG-ADULT-LITERATURE FICTION CHILDREN'S-LITERATURE"
"1","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"2","FICTION NOVEL"
"3","HISTORICAL-NOVEL"
"4","FICTION HORROR NOVEL SPECULATIVE-FICTION"
"5","FICTION ROMANCE-NOVEL NOVEL SPECULATIVE-FICTION"
"6","FICTION NOVEL"
"7","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"8","FICTION NOVEL SPECULATIVE-FICTION"
"9","SCIENCE-FICTION SPECULATIVE-FICTION"
"10","SCIENCE-FICTION SPECULATIVE-FICTION"
"11","FICTION CHILDREN'S-LITERATURE"
"12","FICTION NOVEL SPECULATIVE-FICTION"
"13","SCIENCE-FICTION SPECULATIVE-FICTION"
"14","FICTION ROMANCE-NOVEL"
"15","FICTION NOVEL SPECULATIVE-FICTION FANTASY"
"16","FICTION CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
"17","YOUNG-ADULT-LITERATURE SCIENCE-FICTION CHILDREN'S-LITERATURE SPECULATIVE-FICTION"
"18","SCIENCE-FICTION SPECULATIVE-FICTION"
"19","FICTION SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"20","SCIENCE-FICTION CHILDREN'S-LITERATURE SPECULATIVE-FICTION"
"21","SCIENCE-FICTION SPECULATIVE-FICTION"
"22","FICTION NOVEL"
"23","FICTION COMIC-NOVEL SPECULATIVE-FICTION COMEDY"
"24","FICTION NOVEL"
"25","FICTION NOVEL SPECULATIVE-FICTION"
"26","FICTION NOVEL SPECULATIVE-FICTION"
"27","FICTION NOVEL"
"28","FICTION NOVEL THRILLER"
"29","FICTION ADVENTURE-NOVEL"
"30","SCIENCE-FICTION SPECULATIVE-FICTION"
"31","CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
"32","FICTION NOVEL THRILLER"
"33","CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
"34","FICTION CRIME-FICTION THRILLER SUSPENSE MYSTERY"
"35","FICTION ROMANCE-NOVEL NOVEL"
"36","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"37","SCIENCE-FICTION SPECULATIVE-FICTION"
"38","FICTION SUSPENSE MYSTERY DETECTIVE-FICTION"
"39","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"40","AUTOBIOGRAPHY NON-FICTION MEMOIR"
