id,price_doc
30474,5448556.0
30475,8517570.0
30476,5389902.5
30477,5937156.0
30478,5151572.0
30479,9654658.0
30480,4333713.5
30481,4356614.5
30482,4778176.5
30483,4909882.0
30484,6446055.0
30485,5103039.5
30486,3676752.0
30487,4000376.0
30488,6258028.0
30489,6318576.5
30490,23168672.0
30491,20494026.0
30492,5930296.0
30493,13857020.0
30494,7034729.0
30495,10597382.0
30496,8601650.0
30497,8544246.0
30498,4660232.0
30499,8408340.0
30500,11401274.0
30501,6984407.5
30502,3317103.25
30503,6882030.5
30504,5785244.5
30505,11090596.0
30506,3542067.75
30507,4895267.0
30508,5441258.0
30509,7650768.0
30510,9489294.0
30511,6746985.0
30512,6345182.5
30513,4381861.5
30514,3734643.5
30515,9986720.0
30516,5951256.0
30517,11381744.0
30518,8797428.0
30519,4560431.5
30520,7068916.0
30521,6256455.5
30522,7727905.5
30523,6561636.0
30524,10661380.0
30525,12005556.0
30526,5104808.0
30527,4984024.5
30528,7009994.5
30529,6909690.5
30530,6367396.5
30531,14779234.0
30532,5011229.5
30533,10990818.0
30534,6748897.5
30535,9792304.0
30536,6010217.5
30537,11663294.0
30538,4922628.0
30539,8621268.0
30540,9877942.0
30541,6112310.0
30542,2292828.25
30543,5678126.0
30544,6879534.5
30545,8611488.0
30546,4279150.0
30547,10079182.0
30548,4648985.5
30549,5247295.0
30550,12311442.0
30551,5311742.0
30552,1988186.5
30553,7824144.5
30554,11305288.0
30555,6359244.5
30556,9281092.0
30557,7618913.0
30558,9704994.0
30559,6473887.5
30560,6435909.0
30561,6947326.5
30562,12598684.0
30563,5016805.5
30564,7312694.0
30565,6727032.5
30566,7112976.0
30567,2143937.0
30568,9864988.0
30569,10193750.0
30570,6852392.5
30571,7709759.0
30572,4980300.5
30573,6681275.5
30574,6287765.0
30575,7790562.0
30576,4965545.0
30577,4223342.5
30578,3466690.5
30579,7077066.5
30580,4676013.5
30581,5602191.5
30582,12774430.0
30583,7013615.0
30584,4366832.0
30585,2531484.5
30586,9654428.0
30587,5791591.0
30588,7894167.0
30589,7325772.5
30590,12528798.0
30591,5440950.5
30592,6483398.0
30593,8166508.5
30594,6693932.5
30595,5760371.5
30596,6781663.5
30597,6681275.5
30598,9768446.0
30599,10861056.0
30600,4902703.0
30601,6066516.0
30602,1851776.125
30603,12363718.0
30604,4638349.5
30605,6961773.5
30606,26998178.0
30607,6847867.5
30608,8848296.0
30609,6311069.0
30610,3184757.5
30611,5484690.0
30612,7211795.0
30613,9011690.0
30614,16987580.0
30615,7532834.0
30616,5618476.5
30617,9378808.0
30618,4954256.5
30619,4293513.5
30620,2803135.25
30621,9128730.0
30622,7792387.5
30623,6359759.5
30624,7068113.5
30625,8277294.0
30626,6322128.0
30627,7402322.5
30628,6622705.0
30629,5414453.5
30630,4774207.5
30631,6277621.5
30632,4150478.75
30633,5908012.0
30634,11605244.0
30635,9877942.0
30636,5317887.0
30637,9871376.0
30638,6121018.5
30639,7795414.5
30640,4779882.0
30641,8300404.5
30642,6616608.5
30643,7891293.5
30644,9768446.0
30645,7379657.5
